[Seed 3] Epoch 001 | Train Loss: 2.0604 | Val Loss: 1.9165 | Val AUPRC: 0.0305 | Val ROC-AUC: 0.7378
[Seed 3] Epoch 002 | Train Loss: 1.9136 | Val Loss: 1.9029 | Val AUPRC: 0.0328 | Val ROC-AUC: 0.7430
[Seed 3] Epoch 003 | Train Loss: 1.8921 | Val Loss: 1.9062 | Val AUPRC: 0.0333 | Val ROC-AUC: 0.7471
[Seed 3] Epoch 004 | Train Loss: 1.8781 | Val Loss: 1.8957 | Val AUPRC: 0.0338 | Val ROC-AUC: 0.7474
[Seed 3] Epoch 005 | Train Loss: 1.8690 | Val Loss: 1.8854 | Val AUPRC: 0.0342 | Val ROC-AUC: 0.7489
[Seed 3] Epoch 006 | Train Loss: 1.8580 | Val Loss: 1.8835 | Val AUPRC: 0.0343 | Val ROC-AUC: 0.7496
[Seed 3] Epoch 007 | Train Loss: 1.8552 | Val Loss: 1.8862 | Val AUPRC: 0.0342 | Val ROC-AUC: 0.7484
[Seed 3] Epoch 008 | Train Loss: 1.8475 | Val Loss: 1.8749 | Val AUPRC: 0.0348 | Val ROC-AUC: 0.7515
[Seed 3] Epoch 009 | Train Loss: 1.8480 | Val Loss: 1.8817 | Val AUPRC: 0.0346 | Val ROC-AUC: 0.7506
[Seed 3] Epoch 010 | Train Loss: 1.8393 | Val Loss: 1.8856 | Val AUPRC: 0.0340 | Val ROC-AUC: 0.7503
[Seed 3] Epoch 011 | Train Loss: 1.8359 | Val Loss: 1.8808 | Val AUPRC: 0.0353 | Val ROC-AUC: 0.7541
[Seed 3] Epoch 012 | Train Loss: 1.8338 | Val Loss: 1.8681 | Val AUPRC: 0.0346 | Val ROC-AUC: 0.7532
[Seed 3] Epoch 013 | Train Loss: 1.8282 | Val Loss: 1.8712 | Val AUPRC: 0.0352 | Val ROC-AUC: 0.7548
[Seed 3] Epoch 014 | Train Loss: 1.8287 | Val Loss: 1.8735 | Val AUPRC: 0.0349 | Val ROC-AUC: 0.7538
[Seed 3] Epoch 015 | Train Loss: 1.8265 | Val Loss: 1.8762 | Val AUPRC: 0.0357 | Val ROC-AUC: 0.7545
[Seed 3] Epoch 016 | Train Loss: 1.8230 | Val Loss: 1.8801 | Val AUPRC: 0.0352 | Val ROC-AUC: 0.7532
[Seed 3] Epoch 017 | Train Loss: 1.8161 | Val Loss: 1.8688 | Val AUPRC: 0.0346 | Val ROC-AUC: 0.7533
[Seed 3] Epoch 018 | Train Loss: 1.8203 | Val Loss: 1.8720 | Val AUPRC: 0.0353 | Val ROC-AUC: 0.7534
[Seed 3] Epoch 019 | Train Loss: 1.8090 | Val Loss: 1.8804 | Val AUPRC: 0.0355 | Val ROC-AUC: 0.7548
[Seed 3] Epoch 020 | Train Loss: 1.8107 | Val Loss: 1.8784 | Val AUPRC: 0.0358 | Val ROC-AUC: 0.7532
