[Seed 1] Epoch 001 | Train Loss: 2.0038 | Val Loss: 1.9165 | Val AUPRC: 0.0311 | Val ROC-AUC: 0.7349
[Seed 1] Epoch 002 | Train Loss: 1.9313 | Val Loss: 1.9069 | Val AUPRC: 0.0332 | Val ROC-AUC: 0.7431
[Seed 1] Epoch 003 | Train Loss: 1.9056 | Val Loss: 1.8894 | Val AUPRC: 0.0336 | Val ROC-AUC: 0.7456
[Seed 1] Epoch 004 | Train Loss: 1.8975 | Val Loss: 1.8856 | Val AUPRC: 0.0337 | Val ROC-AUC: 0.7460
[Seed 1] Epoch 005 | Train Loss: 1.8902 | Val Loss: 1.8851 | Val AUPRC: 0.0338 | Val ROC-AUC: 0.7463
[Seed 1] Epoch 006 | Train Loss: 1.8818 | Val Loss: 1.8820 | Val AUPRC: 0.0340 | Val ROC-AUC: 0.7471
[Seed 1] Epoch 007 | Train Loss: 1.8755 | Val Loss: 1.8788 | Val AUPRC: 0.0342 | Val ROC-AUC: 0.7480
[Seed 1] Epoch 008 | Train Loss: 1.8754 | Val Loss: 1.8731 | Val AUPRC: 0.0341 | Val ROC-AUC: 0.7483
[Seed 1] Epoch 009 | Train Loss: 1.8692 | Val Loss: 1.8740 | Val AUPRC: 0.0343 | Val ROC-AUC: 0.7490
[Seed 1] Epoch 010 | Train Loss: 1.8706 | Val Loss: 1.8763 | Val AUPRC: 0.0345 | Val ROC-AUC: 0.7495
[Seed 1] Epoch 011 | Train Loss: 1.8624 | Val Loss: 1.8720 | Val AUPRC: 0.0345 | Val ROC-AUC: 0.7500
[Seed 1] Epoch 012 | Train Loss: 1.8600 | Val Loss: 1.8734 | Val AUPRC: 0.0342 | Val ROC-AUC: 0.7494
[Seed 1] Epoch 013 | Train Loss: 1.8626 | Val Loss: 1.8724 | Val AUPRC: 0.0345 | Val ROC-AUC: 0.7508
[Seed 1] Epoch 014 | Train Loss: 1.8599 | Val Loss: 1.8665 | Val AUPRC: 0.0344 | Val ROC-AUC: 0.7511
[Seed 1] Epoch 015 | Train Loss: 1.8551 | Val Loss: 1.8687 | Val AUPRC: 0.0346 | Val ROC-AUC: 0.7514
[Seed 1] Epoch 016 | Train Loss: 1.8503 | Val Loss: 1.8717 | Val AUPRC: 0.0344 | Val ROC-AUC: 0.7508
[Seed 1] Epoch 017 | Train Loss: 1.8514 | Val Loss: 1.8716 | Val AUPRC: 0.0346 | Val ROC-AUC: 0.7515
[Seed 1] Epoch 018 | Train Loss: 1.8479 | Val Loss: 1.8683 | Val AUPRC: 0.0346 | Val ROC-AUC: 0.7514
[Seed 1] Epoch 019 | Train Loss: 1.8503 | Val Loss: 1.8647 | Val AUPRC: 0.0345 | Val ROC-AUC: 0.7516
[Seed 1] Epoch 020 | Train Loss: 1.8513 | Val Loss: 1.8666 | Val AUPRC: 0.0346 | Val ROC-AUC: 0.7518
