[Seed 1] Epoch 001 | Train Loss: 2.0468 | Val Loss: 1.9374 | Val AUPRC: 0.0287 | Val ROC-AUC: 0.7238
[Seed 1] Epoch 002 | Train Loss: 1.9583 | Val Loss: 1.9234 | Val AUPRC: 0.0306 | Val ROC-AUC: 0.7312
[Seed 1] Epoch 003 | Train Loss: 1.9329 | Val Loss: 1.9143 | Val AUPRC: 0.0313 | Val ROC-AUC: 0.7343
[Seed 1] Epoch 004 | Train Loss: 1.9337 | Val Loss: 1.9110 | Val AUPRC: 0.0313 | Val ROC-AUC: 0.7348
[Seed 1] Epoch 005 | Train Loss: 1.9216 | Val Loss: 1.9099 | Val AUPRC: 0.0314 | Val ROC-AUC: 0.7352
[Seed 1] Epoch 006 | Train Loss: 1.9136 | Val Loss: 1.9029 | Val AUPRC: 0.0319 | Val ROC-AUC: 0.7371
[Seed 1] Epoch 007 | Train Loss: 1.9113 | Val Loss: 1.8988 | Val AUPRC: 0.0319 | Val ROC-AUC: 0.7374
[Seed 1] Epoch 008 | Train Loss: 1.9041 | Val Loss: 1.8989 | Val AUPRC: 0.0318 | Val ROC-AUC: 0.7383
[Seed 1] Epoch 009 | Train Loss: 1.9030 | Val Loss: 1.8991 | Val AUPRC: 0.0318 | Val ROC-AUC: 0.7385
[Seed 1] Epoch 010 | Train Loss: 1.8998 | Val Loss: 1.9046 | Val AUPRC: 0.0318 | Val ROC-AUC: 0.7391
[Seed 1] Epoch 011 | Train Loss: 1.8951 | Val Loss: 1.8952 | Val AUPRC: 0.0320 | Val ROC-AUC: 0.7398
[Seed 1] Epoch 012 | Train Loss: 1.8969 | Val Loss: 1.8962 | Val AUPRC: 0.0319 | Val ROC-AUC: 0.7399
[Seed 1] Epoch 013 | Train Loss: 1.8942 | Val Loss: 1.8993 | Val AUPRC: 0.0321 | Val ROC-AUC: 0.7403
[Seed 1] Epoch 014 | Train Loss: 1.8889 | Val Loss: 1.8942 | Val AUPRC: 0.0321 | Val ROC-AUC: 0.7411
[Seed 1] Epoch 015 | Train Loss: 1.8895 | Val Loss: 1.8903 | Val AUPRC: 0.0321 | Val ROC-AUC: 0.7413
[Seed 1] Epoch 016 | Train Loss: 1.8874 | Val Loss: 1.8881 | Val AUPRC: 0.0320 | Val ROC-AUC: 0.7407
[Seed 1] Epoch 017 | Train Loss: 1.8909 | Val Loss: 1.8918 | Val AUPRC: 0.0323 | Val ROC-AUC: 0.7410
[Seed 1] Epoch 018 | Train Loss: 1.8837 | Val Loss: 1.8895 | Val AUPRC: 0.0324 | Val ROC-AUC: 0.7421
[Seed 1] Epoch 019 | Train Loss: 1.8858 | Val Loss: 1.8896 | Val AUPRC: 0.0323 | Val ROC-AUC: 0.7416
[Seed 1] Epoch 020 | Train Loss: 1.8794 | Val Loss: 1.8922 | Val AUPRC: 0.0322 | Val ROC-AUC: 0.7412
