[Seed 4] Epoch 001 | Train Loss: 2.1327 | Val Loss: 1.9769 | Val AUPRC: 0.0295 | Val ROC-AUC: 0.7203
[Seed 4] Epoch 002 | Train Loss: 1.9864 | Val Loss: 1.9341 | Val AUPRC: 0.0309 | Val ROC-AUC: 0.7301
[Seed 4] Epoch 003 | Train Loss: 1.9567 | Val Loss: 1.9319 | Val AUPRC: 0.0318 | Val ROC-AUC: 0.7349
[Seed 4] Epoch 004 | Train Loss: 1.9385 | Val Loss: 1.9134 | Val AUPRC: 0.0320 | Val ROC-AUC: 0.7363
[Seed 4] Epoch 005 | Train Loss: 1.9237 | Val Loss: 1.9093 | Val AUPRC: 0.0322 | Val ROC-AUC: 0.7381
[Seed 4] Epoch 006 | Train Loss: 1.9202 | Val Loss: 1.9152 | Val AUPRC: 0.0322 | Val ROC-AUC: 0.7387
[Seed 4] Epoch 007 | Train Loss: 1.9134 | Val Loss: 1.9069 | Val AUPRC: 0.0324 | Val ROC-AUC: 0.7398
[Seed 4] Epoch 008 | Train Loss: 1.9083 | Val Loss: 1.9181 | Val AUPRC: 0.0323 | Val ROC-AUC: 0.7404
[Seed 4] Epoch 009 | Train Loss: 1.9093 | Val Loss: 1.8992 | Val AUPRC: 0.0325 | Val ROC-AUC: 0.7408
[Seed 4] Epoch 010 | Train Loss: 1.8982 | Val Loss: 1.8991 | Val AUPRC: 0.0327 | Val ROC-AUC: 0.7417
[Seed 4] Epoch 011 | Train Loss: 1.8941 | Val Loss: 1.9072 | Val AUPRC: 0.0329 | Val ROC-AUC: 0.7424
[Seed 4] Epoch 012 | Train Loss: 1.9019 | Val Loss: 1.9106 | Val AUPRC: 0.0328 | Val ROC-AUC: 0.7426
[Seed 4] Epoch 013 | Train Loss: 1.8908 | Val Loss: 1.8865 | Val AUPRC: 0.0329 | Val ROC-AUC: 0.7429
[Seed 4] Epoch 014 | Train Loss: 1.8904 | Val Loss: 1.9048 | Val AUPRC: 0.0328 | Val ROC-AUC: 0.7433
[Seed 4] Epoch 015 | Train Loss: 1.8892 | Val Loss: 1.8995 | Val AUPRC: 0.0329 | Val ROC-AUC: 0.7434
[Seed 4] Epoch 016 | Train Loss: 1.8872 | Val Loss: 1.8839 | Val AUPRC: 0.0331 | Val ROC-AUC: 0.7435
[Seed 4] Epoch 017 | Train Loss: 1.8914 | Val Loss: 1.8938 | Val AUPRC: 0.0330 | Val ROC-AUC: 0.7433
[Seed 4] Epoch 018 | Train Loss: 1.8827 | Val Loss: 1.8904 | Val AUPRC: 0.0332 | Val ROC-AUC: 0.7444
[Seed 4] Epoch 019 | Train Loss: 1.8855 | Val Loss: 1.8938 | Val AUPRC: 0.0332 | Val ROC-AUC: 0.7447
[Seed 4] Epoch 020 | Train Loss: 1.8834 | Val Loss: 1.8908 | Val AUPRC: 0.0331 | Val ROC-AUC: 0.7444
