[Seed 4] Epoch 001 | Train Loss: 2.0802 | Val Loss: 1.9486 | Val AUPRC: 0.0294 | Val ROC-AUC: 0.7239
[Seed 4] Epoch 002 | Train Loss: 1.9414 | Val Loss: 1.9203 | Val AUPRC: 0.0314 | Val ROC-AUC: 0.7345
[Seed 4] Epoch 003 | Train Loss: 1.9223 | Val Loss: 1.9050 | Val AUPRC: 0.0325 | Val ROC-AUC: 0.7394
[Seed 4] Epoch 004 | Train Loss: 1.9127 | Val Loss: 1.9001 | Val AUPRC: 0.0327 | Val ROC-AUC: 0.7403
[Seed 4] Epoch 005 | Train Loss: 1.9079 | Val Loss: 1.8938 | Val AUPRC: 0.0331 | Val ROC-AUC: 0.7429
[Seed 4] Epoch 006 | Train Loss: 1.8955 | Val Loss: 1.8897 | Val AUPRC: 0.0333 | Val ROC-AUC: 0.7446
[Seed 4] Epoch 007 | Train Loss: 1.8950 | Val Loss: 1.8878 | Val AUPRC: 0.0335 | Val ROC-AUC: 0.7454
[Seed 4] Epoch 008 | Train Loss: 1.8935 | Val Loss: 1.8830 | Val AUPRC: 0.0335 | Val ROC-AUC: 0.7463
[Seed 4] Epoch 009 | Train Loss: 1.8885 | Val Loss: 1.8813 | Val AUPRC: 0.0338 | Val ROC-AUC: 0.7471
[Seed 4] Epoch 010 | Train Loss: 1.8859 | Val Loss: 1.8776 | Val AUPRC: 0.0339 | Val ROC-AUC: 0.7482
[Seed 4] Epoch 011 | Train Loss: 1.8829 | Val Loss: 1.8741 | Val AUPRC: 0.0341 | Val ROC-AUC: 0.7492
[Seed 4] Epoch 012 | Train Loss: 1.8775 | Val Loss: 1.8740 | Val AUPRC: 0.0342 | Val ROC-AUC: 0.7496
[Seed 4] Epoch 013 | Train Loss: 1.8743 | Val Loss: 1.8723 | Val AUPRC: 0.0343 | Val ROC-AUC: 0.7504
[Seed 4] Epoch 014 | Train Loss: 1.8759 | Val Loss: 1.8699 | Val AUPRC: 0.0343 | Val ROC-AUC: 0.7510
[Seed 4] Epoch 015 | Train Loss: 1.8734 | Val Loss: 1.8703 | Val AUPRC: 0.0345 | Val ROC-AUC: 0.7514
[Seed 4] Epoch 016 | Train Loss: 1.8701 | Val Loss: 1.8663 | Val AUPRC: 0.0345 | Val ROC-AUC: 0.7515
[Seed 4] Epoch 017 | Train Loss: 1.8688 | Val Loss: 1.8672 | Val AUPRC: 0.0346 | Val ROC-AUC: 0.7515
[Seed 4] Epoch 018 | Train Loss: 1.8658 | Val Loss: 1.8635 | Val AUPRC: 0.0348 | Val ROC-AUC: 0.7523
[Seed 4] Epoch 019 | Train Loss: 1.8601 | Val Loss: 1.8631 | Val AUPRC: 0.0347 | Val ROC-AUC: 0.7521
[Seed 4] Epoch 020 | Train Loss: 1.8646 | Val Loss: 1.8637 | Val AUPRC: 0.0348 | Val ROC-AUC: 0.7525
