[Seed 2] Epoch 001 | Train Loss: 2.5956 | Val Loss: 2.3701 | Val AUPRC: 0.0134 | Val ROC-AUC: 0.5054
[Seed 2] Epoch 002 | Train Loss: 2.2853 | Val Loss: 2.2380 | Val AUPRC: 0.0134 | Val ROC-AUC: 0.5054
[Seed 2] Epoch 003 | Train Loss: 2.2649 | Val Loss: 2.2355 | Val AUPRC: 0.0134 | Val ROC-AUC: 0.5054
[Seed 2] Epoch 004 | Train Loss: 2.2564 | Val Loss: 2.2328 | Val AUPRC: 0.0134 | Val ROC-AUC: 0.5054
[Seed 2] Epoch 005 | Train Loss: 2.2466 | Val Loss: 2.2325 | Val AUPRC: 0.0134 | Val ROC-AUC: 0.5054
[Seed 2] Epoch 006 | Train Loss: 2.2428 | Val Loss: 2.2321 | Val AUPRC: 0.0134 | Val ROC-AUC: 0.5054
[Seed 2] Epoch 007 | Train Loss: 2.2371 | Val Loss: 2.2317 | Val AUPRC: 0.0134 | Val ROC-AUC: 0.5054
[Seed 2] Epoch 008 | Train Loss: 2.2365 | Val Loss: 2.2316 | Val AUPRC: 0.0134 | Val ROC-AUC: 0.5054
[Seed 2] Epoch 009 | Train Loss: 2.2345 | Val Loss: 2.2313 | Val AUPRC: 0.0134 | Val ROC-AUC: 0.5054
[Seed 2] Epoch 010 | Train Loss: 2.2346 | Val Loss: 2.2312 | Val AUPRC: 0.0134 | Val ROC-AUC: 0.5045
[Seed 2] Epoch 011 | Train Loss: 2.2330 | Val Loss: 2.2313 | Val AUPRC: 0.0136 | Val ROC-AUC: 0.5208
[Seed 2] Epoch 012 | Train Loss: 2.2327 | Val Loss: 2.2308 | Val AUPRC: 0.0136 | Val ROC-AUC: 0.5208
[Seed 2] Epoch 013 | Train Loss: 2.2327 | Val Loss: 2.2308 | Val AUPRC: 0.0136 | Val ROC-AUC: 0.5208
[Seed 2] Epoch 014 | Train Loss: 2.2323 | Val Loss: 2.2307 | Val AUPRC: 0.0136 | Val ROC-AUC: 0.5208
[Seed 2] Epoch 015 | Train Loss: 2.2319 | Val Loss: 2.2305 | Val AUPRC: 0.0136 | Val ROC-AUC: 0.5208
[Seed 2] Epoch 016 | Train Loss: 2.2311 | Val Loss: 2.2304 | Val AUPRC: 0.0136 | Val ROC-AUC: 0.5207
[Seed 2] Epoch 017 | Train Loss: 2.2316 | Val Loss: 2.2304 | Val AUPRC: 0.0136 | Val ROC-AUC: 0.5207
[Seed 2] Epoch 018 | Train Loss: 2.2309 | Val Loss: 2.2302 | Val AUPRC: 0.0136 | Val ROC-AUC: 0.5207
[Seed 2] Epoch 019 | Train Loss: 2.2307 | Val Loss: 2.2301 | Val AUPRC: 0.0136 | Val ROC-AUC: 0.5206
[Seed 2] Epoch 020 | Train Loss: 2.2311 | Val Loss: 2.2302 | Val AUPRC: 0.0136 | Val ROC-AUC: 0.5208
