[Seed 1] Epoch 001 | Train Loss: 1.9375 | Val Loss: 1.8908 | Val AUPRC: 0.0335 | Val ROC-AUC: 0.7435
[Seed 1] Epoch 002 | Train Loss: 1.8777 | Val Loss: 1.8877 | Val AUPRC: 0.0340 | Val ROC-AUC: 0.7462
[Seed 1] Epoch 003 | Train Loss: 1.8642 | Val Loss: 1.8908 | Val AUPRC: 0.0330 | Val ROC-AUC: 0.7450
[Seed 1] Epoch 004 | Train Loss: 1.8572 | Val Loss: 1.8884 | Val AUPRC: 0.0339 | Val ROC-AUC: 0.7478
[Seed 1] Epoch 005 | Train Loss: 1.8501 | Val Loss: 1.8740 | Val AUPRC: 0.0343 | Val ROC-AUC: 0.7490
[Seed 1] Epoch 006 | Train Loss: 1.8495 | Val Loss: 1.8738 | Val AUPRC: 0.0350 | Val ROC-AUC: 0.7505
[Seed 1] Epoch 007 | Train Loss: 1.8451 | Val Loss: 1.8814 | Val AUPRC: 0.0343 | Val ROC-AUC: 0.7505
[Seed 1] Epoch 008 | Train Loss: 1.8436 | Val Loss: 1.8681 | Val AUPRC: 0.0342 | Val ROC-AUC: 0.7490
[Seed 1] Epoch 009 | Train Loss: 1.8376 | Val Loss: 1.8844 | Val AUPRC: 0.0348 | Val ROC-AUC: 0.7508
[Seed 1] Epoch 010 | Train Loss: 1.8395 | Val Loss: 1.8702 | Val AUPRC: 0.0348 | Val ROC-AUC: 0.7515
[Seed 1] Epoch 011 | Train Loss: 1.8346 | Val Loss: 1.8841 | Val AUPRC: 0.0350 | Val ROC-AUC: 0.7510
[Seed 1] Epoch 012 | Train Loss: 1.8330 | Val Loss: 1.8647 | Val AUPRC: 0.0350 | Val ROC-AUC: 0.7515
[Seed 1] Epoch 013 | Train Loss: 1.8343 | Val Loss: 1.8605 | Val AUPRC: 0.0352 | Val ROC-AUC: 0.7533
[Seed 1] Epoch 014 | Train Loss: 1.8304 | Val Loss: 1.8601 | Val AUPRC: 0.0352 | Val ROC-AUC: 0.7533
[Seed 1] Epoch 015 | Train Loss: 1.8281 | Val Loss: 1.8709 | Val AUPRC: 0.0353 | Val ROC-AUC: 0.7533
[Seed 1] Epoch 016 | Train Loss: 1.8265 | Val Loss: 1.8638 | Val AUPRC: 0.0353 | Val ROC-AUC: 0.7531
[Seed 1] Epoch 017 | Train Loss: 1.8271 | Val Loss: 1.8623 | Val AUPRC: 0.0351 | Val ROC-AUC: 0.7534
[Seed 1] Epoch 018 | Train Loss: 1.8268 | Val Loss: 1.8623 | Val AUPRC: 0.0347 | Val ROC-AUC: 0.7527
[Seed 1] Epoch 019 | Train Loss: 1.8232 | Val Loss: 1.8615 | Val AUPRC: 0.0354 | Val ROC-AUC: 0.7531
[Seed 1] Epoch 020 | Train Loss: 1.8216 | Val Loss: 1.8688 | Val AUPRC: 0.0350 | Val ROC-AUC: 0.7536
