[Seed 3] Epoch 001 | Train Loss: 2.0845 | Val Loss: 1.9390 | Val AUPRC: 0.0293 | Val ROC-AUC: 0.7271
[Seed 3] Epoch 002 | Train Loss: 1.9645 | Val Loss: 1.9099 | Val AUPRC: 0.0316 | Val ROC-AUC: 0.7367
[Seed 3] Epoch 003 | Train Loss: 1.9383 | Val Loss: 1.9020 | Val AUPRC: 0.0323 | Val ROC-AUC: 0.7405
[Seed 3] Epoch 004 | Train Loss: 1.9214 | Val Loss: 1.8975 | Val AUPRC: 0.0325 | Val ROC-AUC: 0.7414
[Seed 3] Epoch 005 | Train Loss: 1.9171 | Val Loss: 1.8947 | Val AUPRC: 0.0330 | Val ROC-AUC: 0.7432
[Seed 3] Epoch 006 | Train Loss: 1.9054 | Val Loss: 1.8896 | Val AUPRC: 0.0333 | Val ROC-AUC: 0.7446
[Seed 3] Epoch 007 | Train Loss: 1.8954 | Val Loss: 1.8884 | Val AUPRC: 0.0335 | Val ROC-AUC: 0.7462
[Seed 3] Epoch 008 | Train Loss: 1.8976 | Val Loss: 1.8849 | Val AUPRC: 0.0335 | Val ROC-AUC: 0.7458
[Seed 3] Epoch 009 | Train Loss: 1.8917 | Val Loss: 1.8818 | Val AUPRC: 0.0339 | Val ROC-AUC: 0.7472
[Seed 3] Epoch 010 | Train Loss: 1.8882 | Val Loss: 1.8812 | Val AUPRC: 0.0338 | Val ROC-AUC: 0.7472
[Seed 3] Epoch 011 | Train Loss: 1.8880 | Val Loss: 1.8783 | Val AUPRC: 0.0341 | Val ROC-AUC: 0.7482
[Seed 3] Epoch 012 | Train Loss: 1.8822 | Val Loss: 1.8761 | Val AUPRC: 0.0342 | Val ROC-AUC: 0.7490
[Seed 3] Epoch 013 | Train Loss: 1.8849 | Val Loss: 1.8757 | Val AUPRC: 0.0342 | Val ROC-AUC: 0.7491
[Seed 3] Epoch 014 | Train Loss: 1.8747 | Val Loss: 1.8753 | Val AUPRC: 0.0343 | Val ROC-AUC: 0.7498
[Seed 3] Epoch 015 | Train Loss: 1.8780 | Val Loss: 1.8726 | Val AUPRC: 0.0344 | Val ROC-AUC: 0.7501
[Seed 3] Epoch 016 | Train Loss: 1.8769 | Val Loss: 1.8729 | Val AUPRC: 0.0345 | Val ROC-AUC: 0.7506
[Seed 3] Epoch 017 | Train Loss: 1.8717 | Val Loss: 1.8712 | Val AUPRC: 0.0345 | Val ROC-AUC: 0.7507
[Seed 3] Epoch 018 | Train Loss: 1.8684 | Val Loss: 1.8677 | Val AUPRC: 0.0346 | Val ROC-AUC: 0.7511
[Seed 3] Epoch 019 | Train Loss: 1.8720 | Val Loss: 1.8715 | Val AUPRC: 0.0347 | Val ROC-AUC: 0.7517
[Seed 3] Epoch 020 | Train Loss: 1.8674 | Val Loss: 1.8673 | Val AUPRC: 0.0346 | Val ROC-AUC: 0.7514
