[Seed 1] Epoch 001 | Train Loss: 2.3469 | Val Loss: 2.0552 | Val AUPRC: 0.0205 | Val ROC-AUC: 0.6801
[Seed 1] Epoch 002 | Train Loss: 2.0871 | Val Loss: 2.0027 | Val AUPRC: 0.0220 | Val ROC-AUC: 0.6928
[Seed 1] Epoch 003 | Train Loss: 2.0662 | Val Loss: 1.9901 | Val AUPRC: 0.0210 | Val ROC-AUC: 0.6908
[Seed 1] Epoch 004 | Train Loss: 2.0554 | Val Loss: 1.9776 | Val AUPRC: 0.0210 | Val ROC-AUC: 0.6920
[Seed 1] Epoch 005 | Train Loss: 2.0510 | Val Loss: 1.9751 | Val AUPRC: 0.0210 | Val ROC-AUC: 0.6921
[Seed 1] Epoch 006 | Train Loss: 2.0483 | Val Loss: 1.9784 | Val AUPRC: 0.0210 | Val ROC-AUC: 0.6915
[Seed 1] Epoch 007 | Train Loss: 2.0465 | Val Loss: 1.9775 | Val AUPRC: 0.0210 | Val ROC-AUC: 0.6916
[Seed 1] Epoch 008 | Train Loss: 2.0418 | Val Loss: 1.9742 | Val AUPRC: 0.0210 | Val ROC-AUC: 0.6914
[Seed 1] Epoch 009 | Train Loss: 2.0404 | Val Loss: 1.9703 | Val AUPRC: 0.0209 | Val ROC-AUC: 0.6915
[Seed 1] Epoch 010 | Train Loss: 2.0390 | Val Loss: 1.9779 | Val AUPRC: 0.0209 | Val ROC-AUC: 0.6909
[Seed 1] Epoch 011 | Train Loss: 2.0415 | Val Loss: 1.9751 | Val AUPRC: 0.0208 | Val ROC-AUC: 0.6905
[Seed 1] Epoch 012 | Train Loss: 2.0361 | Val Loss: 1.9699 | Val AUPRC: 0.0208 | Val ROC-AUC: 0.6904
[Seed 1] Epoch 013 | Train Loss: 2.0434 | Val Loss: 1.9725 | Val AUPRC: 0.0208 | Val ROC-AUC: 0.6906
[Seed 1] Epoch 014 | Train Loss: 2.0383 | Val Loss: 1.9718 | Val AUPRC: 0.0208 | Val ROC-AUC: 0.6904
[Seed 1] Epoch 015 | Train Loss: 2.0356 | Val Loss: 1.9750 | Val AUPRC: 0.0208 | Val ROC-AUC: 0.6907
[Seed 1] Epoch 016 | Train Loss: 2.0371 | Val Loss: 1.9718 | Val AUPRC: 0.0208 | Val ROC-AUC: 0.6908
[Seed 1] Epoch 017 | Train Loss: 2.0356 | Val Loss: 1.9763 | Val AUPRC: 0.0209 | Val ROC-AUC: 0.6908
[Seed 1] Epoch 018 | Train Loss: 2.0386 | Val Loss: 1.9757 | Val AUPRC: 0.0208 | Val ROC-AUC: 0.6907
[Seed 1] Epoch 019 | Train Loss: 2.0285 | Val Loss: 1.9695 | Val AUPRC: 0.0208 | Val ROC-AUC: 0.6905
[Seed 1] Epoch 020 | Train Loss: 2.0362 | Val Loss: 1.9793 | Val AUPRC: 0.0208 | Val ROC-AUC: 0.6904
