[Seed 4] Epoch 001 | Train Loss: 2.6017 | Val Loss: 2.4687 | Val AUPRC: 0.0127 | Val ROC-AUC: 0.5000
[Seed 4] Epoch 002 | Train Loss: 2.3872 | Val Loss: 2.3236 | Val AUPRC: 0.0127 | Val ROC-AUC: 0.5000
[Seed 4] Epoch 003 | Train Loss: 2.2886 | Val Loss: 2.2622 | Val AUPRC: 0.0127 | Val ROC-AUC: 0.5000
[Seed 4] Epoch 004 | Train Loss: 2.2496 | Val Loss: 2.2406 | Val AUPRC: 0.0127 | Val ROC-AUC: 0.5000
[Seed 4] Epoch 005 | Train Loss: 2.2374 | Val Loss: 2.2349 | Val AUPRC: 0.0127 | Val ROC-AUC: 0.5000
[Seed 4] Epoch 006 | Train Loss: 2.2344 | Val Loss: 2.2336 | Val AUPRC: 0.0127 | Val ROC-AUC: 0.5000
[Seed 4] Epoch 007 | Train Loss: 2.2338 | Val Loss: 2.2334 | Val AUPRC: 0.0127 | Val ROC-AUC: 0.5000
[Seed 4] Epoch 008 | Train Loss: 2.2338 | Val Loss: 2.2334 | Val AUPRC: 0.0127 | Val ROC-AUC: 0.5000
[Seed 4] Epoch 009 | Train Loss: 2.2338 | Val Loss: 2.2334 | Val AUPRC: 0.0127 | Val ROC-AUC: 0.5000
[Seed 4] Epoch 010 | Train Loss: 2.2338 | Val Loss: 2.2334 | Val AUPRC: 0.0127 | Val ROC-AUC: 0.5000
[Seed 4] Epoch 011 | Train Loss: 2.2338 | Val Loss: 2.2334 | Val AUPRC: 0.0127 | Val ROC-AUC: 0.5000
[Seed 4] Epoch 012 | Train Loss: 2.2338 | Val Loss: 2.2334 | Val AUPRC: 0.0127 | Val ROC-AUC: 0.5000
[Seed 4] Epoch 013 | Train Loss: 2.2338 | Val Loss: 2.2335 | Val AUPRC: 0.0127 | Val ROC-AUC: 0.5000
[Seed 4] Epoch 014 | Train Loss: 2.2337 | Val Loss: 2.2335 | Val AUPRC: 0.0127 | Val ROC-AUC: 0.5000
[Seed 4] Epoch 015 | Train Loss: 2.2338 | Val Loss: 2.2334 | Val AUPRC: 0.0127 | Val ROC-AUC: 0.5000
[Seed 4] Epoch 016 | Train Loss: 2.2338 | Val Loss: 2.2334 | Val AUPRC: 0.0127 | Val ROC-AUC: 0.5000
[Seed 4] Epoch 017 | Train Loss: 2.2338 | Val Loss: 2.2334 | Val AUPRC: 0.0127 | Val ROC-AUC: 0.5000
[Seed 4] Epoch 018 | Train Loss: 2.2338 | Val Loss: 2.2334 | Val AUPRC: 0.0127 | Val ROC-AUC: 0.5000
[Seed 4] Epoch 019 | Train Loss: 2.2338 | Val Loss: 2.2334 | Val AUPRC: 0.0127 | Val ROC-AUC: 0.5000
[Seed 4] Epoch 020 | Train Loss: 2.2338 | Val Loss: 2.2334 | Val AUPRC: 0.0127 | Val ROC-AUC: 0.5000
